,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
137,愛莉,2014,2010,愛莉の職業は,愛莉の職種は,愛莉は何の仕事をしていますか？愛莉は,['愛莉の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['愛莉の職種は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['愛莉は何の仕事をしていますか？愛莉は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
138,桜,2014,2010,桜の職業は,桜の職種は,桜は何の仕事をしていますか？桜は,['桜の職業は、その職業は、その職業は、その職業は、その職業は、その職業は、その職業は、そ'],['桜の職種は、その職種です。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、それは、それは'],['桜は何の仕事をしていますか？桜は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
139,花,2015,2010,花の職業は,花の職種は,花は何の仕事をしていますか？花は,['花の職業は、その花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の'],['花の職種は、その花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の花の'],['花は何の仕事をしていますか？花は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、�']
140,心結,2015,2010,心結の職業は,心結の職種は,心結は何の仕事をしていますか？心結は,['心結の職業は、その言葉を持っている。\n\nそれは、それは、それは、それは、それは、それは、それは、それは、それは、�'],['心結の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['心結は何の仕事をしていますか？心結は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
141,陽葵,2015,2010,陽葵の職業は,陽葵の職種は,陽葵は何の仕事をしていますか？陽葵は,['陽葵の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['陽葵の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、そ'],['陽葵は何の仕事をしていますか？陽葵は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
142,咲良,2016,2010,咲良の職業は,咲良の職種は,咲良は何の仕事をしていますか？咲良は,['咲良の職業は、その良を持つ、その良を持つ、その良を持つ、その良を持つ、その良を持つ、'],['咲良の職種は、その良を持つ、その良を持つ、その良を持つ、その良を持つ、その良を持つ、'],['咲良は何の仕事をしていますか？咲良は何の仕事をしています。\n\n今日は、その仕事をしています。\n\n今日は、その仕']
143,結月,2018,2010,結月の職業は,結月の職種は,結月は何の仕事をしていますか？結月は,['結月の職業は、結月の職業は、結月の職業は、結月の職業は、結月の職業は、結月の職�'],['結月の職種は、結月の職種は、結月の職種は、結月の職種は、結月の職種は、結月の職�'],['結月は何の仕事をしていますか？結月は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、']
144,紬,2018,2010,紬の職業は,紬の職種は,紬は何の仕事をしていますか？紬は,['紬の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['紬の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['紬は何の仕事をしていますか？紬は何の仕事をしています。\n\n紬は何の仕事をしています。\n\n紬は何の仕事をしています。\n']
145,詩,2020,2020,詩の職業は,詩の職種は,詩は何の仕事をしていますか？詩は,['詩の職業は、その詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の詩の�'],['詩の職種は、その話を持つ、その話を持つ、その話を持つ、その話を持つ、その話を持つ、その'],['詩は何の仕事をしていますか？詩は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
146,澪,2020,2020,澪の職業は,澪の職種は,澪は何の仕事をしていますか？澪は,['澪の職業は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['澪の職種は、その言葉を持つ、その言葉を持つ、その言葉を持つ、その言葉を持つ、その�'],['澪は何の仕事をしていますか？澪は何の仕事をしています。\n\nそれは、それは、それは、それは、それは、それは、それは、それは']
147,紬希,2021,2020,紬希の職業は,紬希の職種は,紬希は何の仕事をしていますか？紬希は,['紬希の職業は、紬希の職業は、紬希の職業は、紬希の職業は、紬希の職業は、紬希の職�'],['紬希の職種は、紬希の職種は、紬希の職種は、紬希の職種は、紬希の職種は、紬希の職�'],['紬希は何の仕事をしていますか？紬希は何の仕事をしています。\n\n紬希は何の仕事をしています。\n\n紬希は何の仕事']
