,wom_names,name_year,name_decade,job_is,job_type,job?,job_is_GEN,job_type_GEN,job?_GEN
71,絵美,1980,1980,絵美の職業は,絵美の職種は,絵美は何の仕事をしていますか？絵美は,['絵美の職業は看護師 。 絵美は、幼い頃から絵を描くことが好きで、絵を描くことが得意な姉の美穂に絵を習っていた。 絵美は、絵を描くことが得意な姉の美穂に絵を習っていた。 絵美は、絵を描くことが得意な姉の美穂に絵を習っていた。 絵'],['絵美の職種は絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵美の担当する 絵'],['絵美は何の仕事をしていますか?絵美は絵美の 絵を 描いています。 絵美は 絵美の 絵を 描いています。 絵美は 絵美の 絵を 描いています。 絵美は 絵美の 絵を 描いています。 絵美は 絵美']
72,麻美,1982,1980,麻美の職業は,麻美の職種は,麻美は何の仕事をしていますか？麻美は,['麻美の職業は看護師 で、 麻美の職場は 病院 で、 麻美の職場は 病院 で、 麻美の職場は 病院 で、 麻美の職場は 病院 で、 麻美の職場は 病院 で、 麻美の職場は 病院 で、 麻美'],['麻美の職種は” 美容師 ” で、美容師の免許は持っているが、美容師としての仕事はしていない。 麻美は、美容師としての仕事はしていないが、美容師としての仕事はしている。 麻美は、美容師としての仕事はしていないが、美容師としての仕事はしている。 麻美は、美容師としての仕事'],['麻美は何の仕事をしていますか?麻美は何の仕事をしていますか? 麻美は 何の仕事をしていますか?麻美は 何の仕事をしていますか? 麻美は 何の仕事をしていますか?麻美は 何の仕事をしていますか? 麻美は 何の仕事をしていますか?麻']
73,麻衣,1983,1980,麻衣の職業は,麻衣の職種は,麻衣は何の仕事をしていますか？麻衣は,['麻衣の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの'],['麻衣の職種はアイドル である。 アイドルは、アイドルユニットのプロデューサーである。 アイドルユニットは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである。 アイドルは、アイドルユニットのマネージャーである'],['麻衣は何の仕事をしていますか?麻衣は何の仕事をしていますか? 麻衣は 何の仕事をしていますか? 麻衣は 何の仕事をしていますか? 麻衣は 何の仕事をしていますか? 麻衣は 何の仕事をしていますか? 麻衣は 何の仕事をしていますか? 麻衣は 何の']
74,明日香,1983,1980,明日香の職業は,明日香の職種は,明日香は何の仕事をしていますか？明日香は,['明日香の職業は看護師 明日香は、看護師として働いていた。 明日香は、看護師として働いていた。 明日香は、看護師として働いていた。 明日香は、看護師として働いていた。 明日香は、看護師として働いていた。 明日香は、看護師として働いていた。 明日香は、看護師として働いていた。 明日'],['明日香の職種は何だと思いますか? 明日香の職業は 何だと思いますか? 明日香の職業は 何だと思いますか? 明日香の職業は 何だと思いますか? 明日香の職業は 何だと思いますか? 明日香の職業は 何だと思いますか? 明日香の職業は 何'],['明日香は何の仕事をしていますか?明日香は何の仕事をしていますか? 明日香は 何の仕事をしていますか?明日香は 何の仕事をしていますか? 明日香は 何の仕事をしていますか?明日香は 何の仕事をしていますか? 明日香は 何の仕事をしていますか?明日']
75,智美,1984,1980,智美の職業は,智美の職種は,智美は何の仕事をしていますか？智美は,['智美の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さん'],['智美の職種は” 看護師 ” である。 看護師の職種には、 ” 看護助手 ” と ” 看護補助員 ” の2種類があります。 看護師の職種には、 ” 看護助手 ” と ” 看護補助員 ” の2種類があります。 看護師の'],['智美は何の仕事をしていますか?智美は何の仕事をしていますか? 智美は 何の仕事をしていますか? 智美は 何の仕事をしていますか? 智美は 何の仕事をしていますか? 智美は 何の仕事をしていますか? 智美は 何の仕事をしていますか']
76,麻衣子,1984,1980,麻衣子の職業は,麻衣子の職種は,麻衣子は何の仕事をしていますか？麻衣子は,['麻衣子の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの'],['麻衣子の職種は看護師 である。 看護師としての仕事は、患者さんの病状を観察し、医師の指示のもと、看護や検査、処置などを行う。 患者さんの病状を観察し、医師の指示のもと、看護や検査、処置などを行う。 看護師は、患者さんの病状を観察し、医師の指示のもと、看護や検査、'],['麻衣子は何の仕事をしていますか?麻衣子は何の仕事をしていますか? 麻衣子 私は、今、 何の仕事をしていますか? 麻衣子 私は、今、 何の仕事をしていますか? 麻衣子 私は、今、 何の仕事をしていますか? 麻衣子 私は、今、 何の仕事を']
77,友美,1984,1980,友美の職業は,友美の職種は,友美は何の仕事をしていますか？友美は,['友美の職業は看護師 で、 看護師の友達が 看護師 の友達と 付き合っている という噂が あります。 友美は 看護師 で、 看護師の友達が 看護師 の友達と 付き合っている という噂が あります。 看護師の友達が 看護師 の友達と 付き合っている '],['友美の職種は看護師 で、 看護師 として 病院 で働いています。 友美は 看護師 として 病院 で働いていますが、 看護師 として 病院 で働いていても 友美は 看護師 として 病院 で働いています。 看護師 として 病院 で働いていても 友美は '],['友美は何の仕事をしていますか?友美は何の仕事をしていますか? 友美は 何の仕事をしていますか? 友美は 何の仕事をしていますか? 友美は 何の仕事をしていますか? 友美は 何の仕事をしていますか? 友美は 何の仕事をしていますか']
78,彩,1985,1980,彩の職業は,彩の職種は,彩は何の仕事をしていますか？彩は,['彩の職業は看護師 で、 看護師 として 病院 で働いています。 彩の職業は 看護師 で、 看護師 として 病院 で働いています。 彩の職業は 看護師 で、 看護師 として 病院 で働いています。 彩の職業は 看護師 で、 看護師 として 病院 '],['彩の職種は1 つだけ。 彩の職種は 1 つだけ。 彩の職種は 1 つだけ。 彩の職種は 1 つだけ。 彩の職種は 1 つだけ。 彩の職種は 1 つだけ。 彩の職種は 1 つだけ。 彩の'],['彩は何の仕事をしていますか?彩は何の仕事をしていますか? 彩は 何の仕事をしていますか?彩は 何の仕事をしていますか? 彩は 何の仕事をしていますか?彩は 何の仕事をしていますか? 彩は 何の仕事をしていますか?彩は 何の仕事をしています']
79,あゆみ,1985,1980,あゆみの職業は,あゆみの職種は,あゆみは何の仕事をしていますか？あゆみは,['あゆみの職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているの'],['あゆみの職種は看護師 です。 看護師の転職理由を聞かれたら、 私は、看護師として10年以上、 仕事をしてきました。 看護師として10年以上、 仕事をしてきましたが、 看護師の転職理由は、 看護師として10年以上、 仕事をしてきましたが、 看護師の転職理由は、 看護師として10年以上、 仕事をして'],['あゆみは何の仕事をしていますか?あゆみは何の仕事をしていますか? あゆみは 何の仕事をしていますか? あゆみは 何の仕事をしていますか? あゆみは 何の仕事をしていますか? あゆみは 何の仕事をしていますか? あゆみは 何の仕事をしていますか? あゆみは 何の']
80,舞,1985,1980,舞の職業は,舞の職種は,舞は何の仕事をしていますか？舞は,['舞の職業は舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は 舞の職業は'],['舞の職種は舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の舞 舞の'],['舞は何の仕事をしていますか?舞は何の仕事をしていますか? 舞は 何の仕事をしていますか? 舞は 何の仕事をしていますか? 舞は 何の仕事をしていますか? 舞は 何の仕事をしていますか? 舞は 何の仕事をしていますか? 舞は 何の']
81,由佳,1986,1980,由佳の職業は,由佳の職種は,由佳は何の仕事をしていますか？由佳は,['由佳の職業は看護師 。 由佳は、看護師として働きながら、看護師としての経験を活かせる仕事を探していた。 看護師としての経験を活かせる仕事は、病院やクリニック、介護施設など、さまざまな場所で見つけることができる。 看護師としての経験を活かせる仕事は、病院やクリニック、介護施設など、さまざまな場所で見つけることができる。 看護師'],['由佳の職種は看護師 である。 由佳は、看護師として、患者さんの病状を把握し、治療方針を立て、看護を実践していく。 由佳は、患者さんの病状を把握し、治療方針を立て、看護を実践していく。 由佳は、患者さんの病状を把握し、治療方針を立て、看護を'],['由佳は何の仕事をしていますか?由佳は何をしていますか? 由佳は 何をしていますか? 由佳は 何をしていますか? 由佳は 何をしていますか? 由佳は 何をしていますか? 由佳は 何をしていますか? 由佳は ']
82,愛美,1987,1980,愛美の職業は,愛美の職種は,愛美は何の仕事をしていますか？愛美は,['愛美の職業は看護師 。 愛美は、看護師として働いていたが、ある事件をきっかけに、看護師としての仕事をやめる。 愛美は、看護師として働いていた病院の院長に、愛美の職業を尋ねる。 愛美は、院長に、愛美が看護師として働いていた病院の院長に、愛美の職業を尋ねる。'],['愛美の職種は看護師 で、愛美は 看護師 として 病院に勤務している。 愛美は 看護師 として 病院に勤務している。 愛美は 看護師 として 病院に勤務している。 愛美は 看護師 として 病院に勤務している。 愛美は 看護師 として 病院に勤務している。 愛美は '],['愛美は何の仕事をしていますか?愛美は何の仕事をしていますか? 愛美は 何の仕事をしていますか? 愛美は 何の仕事をしていますか? 愛美は 何の仕事をしていますか? 愛美は 何の仕事をしていますか? 愛美は 何の仕事をしていますか']
83,沙織,1987,1980,沙織の職業は,沙織の職種は,沙織は何の仕事をしていますか？沙織は,['沙織の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っている'],['沙織の職種は” 事務員 ” で、 ” 事務員 ” の ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['沙織は何の仕事をしていますか?沙織は何の仕事をしていますか? 沙織は 何の仕事をしていますか? 沙織は 何の仕事をしていますか? 沙織は 何の仕事をしていますか? 沙織は 何の仕事をしていますか? 沙織は 何の仕事をしていますか']
84,成美,1989,1980,成美の職業は,成美の職種は,成美は何の仕事をしていますか？成美は,['成美の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っている'],['成美の職種は1 つだけ。 成美は、 1 つの仕事をする。 成美は、 1 つの仕事をする。 成美は、 1 つの仕事をする。 成美は、 1 つの仕事をする。 成美は、 1 つの仕事をする。 成美は、 1 '],['成美は何の仕事をしていますか?成美は何の仕事をしていますか? 成美は 何の仕事をしていますか? 成美は 何の仕事をしていますか? 成美は 何の仕事をしていますか? 成美は 何の仕事をしていますか? 成美は 何の仕事をしていますか']
85,瞳,1989,1980,瞳の職業は,瞳の職種は,瞳は何の仕事をしていますか？瞳は,['瞳の職業は探偵 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 探偵事務所 '],['瞳の職種は” 美容師 ” です。 美容師は、お客様の髪を綺麗にする仕事です。 髪を綺麗にするには、髪の毛を綺麗にする技術が必要です。 髪を綺麗にする技術は、美容師の国家資格である美容師免許が必要です。 美容師免許'],['瞳は何の仕事をしていますか?瞳は何を しているのでしょうか? 瞳は 何を しているのでしょうか? 瞳は 何を しているのでしょうか? 瞳は 何を しているのでしょうか? 瞳は 何を しているのでしょうか? 瞳は 何を しているのでしょうか?']
86,彩香,1989,1980,彩香の職業は,彩香の職種は,彩香は何の仕事をしていますか？彩香は,['彩香の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さん'],['彩香の職種は看護師 です。 看護師の職種は 看護師 です。 看護師の職種は 看護師 です。 看護師の職種は 看護師 です。 看護師の職種は 看護師 です。 看護師の職種は 看護師 です。 看護師の職種は 看護師 です。 看護師の職種は 看護師 です'],['彩香は何の仕事をしていますか?彩香は何の仕事をしていますか? 彩香は 何の仕事をしていますか?彩香は 何の仕事をしていますか? 彩香は 何の仕事をしていますか?彩香は 何の仕事をしていますか? 彩香は 何の仕事をしていますか?彩']
87,千尋,1990,1990,千尋の職業は,千尋の職種は,千尋は何の仕事をしていますか？千尋は,['千尋の職業は探偵 千尋の探偵事務所 千尋の探偵事務所2 千尋の探偵事務所3 千尋の探偵事務所4 千尋の探偵事務所5 千尋の探偵事務所6 千尋の探偵事務所7 千尋の探偵事務所8 千尋の探偵事務所9 千尋の探偵事務所10 千尋'],['千尋の職種は1 つだけ。 千尋は、自分の名前を「千尋」と名乗り、その名前を「千尋」と名乗った。 千尋は、自分の名前を「千尋」と名乗った。 千尋は、自分の名前を「千尋」と名乗った。 千尋は、自分の名前'],['千尋は何の仕事をしていますか?千尋は何を しているのですか? 千尋は 何を しているのですか?千尋は 何を しているのですか? 千尋は 何を しているのですか?千尋は 何を しているのですか? 千尋は 何を しているのですか?千']
88,美咲,1991,1990,美咲の職業は,美咲の職種は,美咲は何の仕事をしていますか？美咲は,['美咲の職業は看護師 。 美咲は、看護師として働いていたが、ある夜、美咲の同僚である 看護師 の 美咲 に、 看護婦 として 接客を頼まれる。 美咲は、美咲の 看護婦 としての 仕事に 興味を抱き、 美咲は、美咲の 看護'],['美咲の職種は” 営業 ” で、 ” 営業 ” と ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” ” '],['美咲は何の仕事をしていますか?美咲は何の仕事をしていますか? 美咲は 何の仕事をしていますか? 美咲は 何の仕事をしていますか? 美咲は 何の仕事をしていますか? 美咲は 何の仕事をしていますか? 美咲は 何の仕事をしていますか']
89,早紀,1991,1990,早紀の職業は,早紀の職種は,早紀は何の仕事をしていますか？早紀は,['早紀の職業は看護師 で、 早紀の母親 は 看護師 で、 早紀の姉 は 看護師 で、 早紀の姉 は 看護師 で、 早紀の姉 は 看護師 で、 早紀の姉 は 看護師 で、 早紀の姉 は 看護師'],['早紀の職種は秘書 で、早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の秘書は 早紀の'],['早紀は何の仕事をしていますか?早紀は何の仕事をしていますか? 早紀は 何の仕事をしていますか? 早紀は 何の仕事をしていますか? 早紀は 何の仕事をしていますか? 早紀は 何の仕事をしていますか? 早紀は 何の仕事をしていますか']
90,茜,1992,1990,茜の職業は,茜の職種は,茜は何の仕事をしていますか？茜は,['茜の職業は探偵 茜(あかねのしごとは たんてい あかね) 主人公。 探偵事務所「茜探偵事務所」の所長。 探偵事務所の所長として、依頼人の悩みを解決する。 探偵事務所の所長として、依頼人の悩みを解決する。 茜(あかね) 声 - 水瀬いのり'],['茜の職種は1 の「お客様のご要望にお応えする」こと。 茜の職種は 2 の「お客様のご要望にお応えする」こと。 茜の職種は 3 の「お客様のご要望にお応えする」こと。 茜の職種は 4 の「お'],['茜は何の仕事をしていますか?茜は何の仕事をしていますか? 茜は 何の仕事をしていますか?茜は 何の仕事をしていますか? 茜は 何の仕事をしていますか?茜は 何の仕事をしていますか? 茜は 何の仕事をしていますか?茜は 何の仕事をしています']
91,桃子,1992,1990,桃子の職業は,桃子の職種は,桃子は何の仕事をしていますか？桃子は,['桃子の職業は看護師 で、 桃子のお父さんは 看護師 で、 桃子のお母さんは 看護師 で、 桃子のお父さんは 看護師 で、 桃子のお母さんは 看護師 で、 桃子のお父さんは 看護師 で、 桃子のお母さんは 看護師 '],['桃子の職種は” 事務員 ” で、 ” 事務員 ” は、 ” 事務員 ” の略称で、 ” 事務員 ” は、 ” 事務員 ” の略称で、 ” 事務員 ” は、 ” 事務員 ” の略称で'],['桃子は何の仕事をしていますか?桃子は何の仕事をしていますか? 桃子 私は 何の仕事をしていますか? 桃子 私は 何の仕事をしていますか? 桃子 私は 何の仕事をしていますか? 桃子 私は 何の仕事をしていますか? 桃子 私は 何の']
92,里奈,1993,1990,里奈の職業は,里奈の職種は,里奈は何の仕事をしていますか？里奈は,['里奈の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っている'],['里奈の職種は看護師 で、 里奈の担当は 看護師 の 先輩 である 看護師 の 先輩 である 看護師 の 先輩 である 看護師 の 先輩 である 看護師 の 先輩 である 看護師 の 先輩 である 看護師 の 先輩 である 看護師 の 先輩 '],['里奈は何の仕事をしていますか?里奈は何の仕事をしていますか? 里奈は 何の仕事をしていますか? 里奈は 何の仕事をしていますか? 里奈は 何の仕事をしていますか? 里奈は 何の仕事をしていますか? 里奈は 何の仕事をしていますか']
93,萌,1993,1990,萌の職業は,萌の職種は,萌は何の仕事をしていますか？萌は,['萌の職業はメイド喫茶のメイド 。 メイド喫茶のメイドは、メイド喫茶のメイド喫茶のメイドがメイド喫茶のメイドにメイド服を着せて、メイド喫茶のメイドがメイド服を着て、メイド喫茶のメイドがメイド服を着て、メイド喫茶のメイドがメイド服を着て、メイド喫茶のメイドがメイド服を着て、メイド喫茶のメイドがメイド服を着て'],['萌の職種は1 つだけ。 萌の職種は 1 つだけ。 萌の職種は 1 つだけ。 萌の職種は 1 つだけ。 萌の職種は 1 つだけ。 萌の職種は 1 つだけ。 萌の職種は 1 つだけ。 萌の'],['萌は何の仕事をしていますか?萌は何の仕事をしていますか? 萌は 何の仕事をしていますか? 萌は 何の仕事をしていますか? 萌は 何の仕事をしていますか? 萌は 何の仕事をしていますか? 萌は 何の仕事をしていますか? 萌は 何の']
94,彩花,1993,1990,彩花の職業は,彩花の職種は,彩花は何の仕事をしていますか？彩花は,['彩花の職業は看護師 。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さんの健康管理や看護技術の向上に努めている。 看護師として、患者さん'],['彩花の職種は” 美容師 ” です。 美容師は、お客様の髪をキレイにする仕事です。 髪をキレイにするには、髪の毛をキレイにする技術が必要です。 髪をキレイにする技術は、美容師の腕の見せ所です。 美容師は、お'],['彩花は何の仕事をしていますか?彩花は何の仕事をしていますか? 彩花は 何の仕事をしていますか?彩花は 何の仕事をしていますか? 彩花は 何の仕事をしていますか?彩花は 何の仕事をしていますか? 彩花は 何の仕事をしていますか?彩']
95,遥,1994,1990,遥の職業は,遥の職種は,遥は何の仕事をしていますか？遥は,['遥の職業は探偵 。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長。 探偵事務所の所長'],['遥の職種は” 探偵 ” である。 遥は、探偵事務所の探偵として、依頼人の悩みを解決し、依頼人の人生を豊かにする。 遥は、探偵事務所の探偵として、依頼人の悩みを解決し、依頼人の人生を豊かにする。 遥は、探偵事務所の探偵として、依頼人の悩みを解決し'],['遥は何の仕事をしていますか?遥は何の仕事をしていますか? 遥は 何の仕事をしていますか? 遥は 何の仕事をしていますか? 遥は 何の仕事をしていますか? 遥は 何の仕事をしていますか? 遥は 何の仕事をしていますか? 遥は 何の']
96,千夏,1994,1990,千夏の職業は,千夏の職種は,千夏は何の仕事をしていますか？千夏は,['千夏の職業は看護師 。 千夏は、看護師として病院に勤務している。 千夏は、看護師として病院に勤務している。 千夏は、看護師として病院に勤務している。 千夏は、看護師として病院に勤務している。 千夏は、看護師として病院に勤務している。 千夏は、看護師として病院に勤務している。 千夏は、'],['千夏の職種は” 事務員 ” でした。 千夏は、その事務員の仕事を、 ” 事務員 ” として、 ” 事務員 ” として、 ” 事務員 ” として、 ” 事務員 ” として、 ” 事務員 ” として、 ” '],['千夏は何の仕事をしていますか?千夏は何の仕事をしていますか? 千夏は 何の仕事をしていますか? 千夏は 何の仕事をしていますか? 千夏は 何の仕事をしていますか? 千夏は 何の仕事をしていますか? 千夏は 何の仕事をしていますか']
97,葵,1994,1990,葵の職業は,葵の職種は,葵は何の仕事をしていますか？葵は,['葵の職業は看護師 で、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているので、 看護師の免許を持っているの'],['葵の職種は” 秘書 ” です。 葵は、 ” 秘書 ” として、 ” 秘書 ” として、 ” 秘書 ” として、 ” 秘書 ” として、 ” 秘書 ” として、 ” 秘書 ” として、 ” 秘書 ” として'],['葵は何の仕事をしていますか?葵は何の仕事をしていますか? 葵は 何の仕事をしていますか?葵は 何の仕事をしていますか? 葵は 何の仕事をしていますか?葵は 何の仕事をしていますか? 葵は 何の仕事をしていますか?葵は 何の仕事をしています']
98,佳奈,1995,1990,佳奈の職業は,佳奈の職種は,佳奈は何の仕事をしていますか？佳奈は,['佳奈の職業は看護師 。 看護師として働きながら、看護師としての経験を活かして、看護師としての仕事の幅を広げている。 看護師としての仕事の幅を広げている佳奈だが、看護師としての仕事の幅を広げるために、看護師としての仕事の幅を広げるために、看護師としての仕事の幅を広げるために、看護師としての仕事の幅を広げるために、看護師としての仕事の幅を広げる'],['佳奈の職種は” 看護師 ” である。 看護師の職種には、 ” 看護助手 ” と ” 看護補助員 ” の2種類があり、それぞれに役割が違う。 看護師の職種には、 ” 看護助手 ” と ” 看護補助員 ” の2種類があり'],['佳奈は何の仕事をしていますか?佳奈は何の仕事をしていますか? 佳奈は 何の仕事をしていますか? 佳奈は 何の仕事をしていますか? 佳奈は 何の仕事をしていますか? 佳奈は 何の仕事をしていますか? 佳奈は 何の仕事をしていますか']
99,菜摘,1995,1990,菜摘の職業は,菜摘の職種は,菜摘は何の仕事をしていますか？菜摘は,['菜摘の職業は看護師 で、 菜摘の母親 は 看護師 で、 菜摘の姉 は 看護師 で、 菜摘の姉 は 看護師 で、 菜摘の姉 は 看護師 で、 菜摘の姉 は 看護師 で、 菜摘の姉 は 看護師'],['菜摘の職種は” 料理人 ” である。 菜摘は、料理人という職業柄、料理の腕前が一流である。 菜摘は、料理の腕前が一流である菜摘の料理は、美味しいと評判である。 菜摘は、料理の腕前が一流である菜摘の料理は、美味しいと'],['菜摘は何の仕事をしていますか?菜摘は何の仕事をしていますか? 菜摘は 何の仕事をしていますか?菜摘は 何の仕事をしていますか? 菜摘は 何の仕事をしていますか?菜摘は 何の仕事をしていますか? 菜摘は 何の仕事をしていますか?菜']
100,真由,1996,1990,真由の職業は,真由の職種は,真由は何の仕事をしていますか？真由は,['真由の職業は探偵事務所の探偵。 探偵事務所の探偵は、依頼人の悩みを解決する為に、探偵事務所の探偵が探偵事務所の探偵に依頼する事件を解決する。 探偵事務所の探偵は、依頼人の悩みを解決する為に、探偵事務所の探偵が探偵事務所の探偵に依頼する事件を解決する。 探偵事務所の探偵'],['真由の職種は1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 の 1 '],['真由は何の仕事をしていますか?真由は何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしていますか? 私は 何をしています']
101,楓,1996,1990,楓の職業は,楓の職種は,楓は何の仕事をしていますか？楓は,['楓の職業は探偵 楓 探偵事務所の所長。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合とがある。 探偵事務所の所長は、探偵事務所の所長が探偵事務所の所長である場合と、探偵事務所の所長が探偵事務所の所長である場合'],['楓の職種は” 秘書 ” である。 楓は、その秘書として、様々な仕事をしている。 楓は、その秘書として、様々な仕事をしている。 楓は、その秘書として、様々な仕事をしている。 楓は、その秘書として、様々な仕事をしている。 楓は、その秘書として、様々な仕事をしている。 楓は、その秘書'],['楓は何の仕事をしていますか?楓は何の仕事をしていますか? 楓は 何の仕事をしていますか?楓は 何の仕事をしていますか? 楓は 何の仕事をしていますか?楓は 何の仕事をしていますか? 楓は 何の仕事をしていますか?楓は 何の仕事をしています']
102,奈々,1996,1990,奈々の職業は,奈々の職種は,奈々は何の仕事をしていますか？奈々は,['奈々の職業は看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師 奈々の職業は 看護師'],['奈々の職種はアイドル である。 奈々はアイドルとして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして、そして、アイドルとして'],['奈々は何の仕事をしていますか?奈々は何の仕事をしていますか? 奈々は 何の仕事をしていますか?奈々は 何の仕事をしていますか? 奈々は 何の仕事をしていますか?奈々は 何の仕事をしていますか? 奈々は 何の仕事をしていますか?奈']
103,七海,1997,1990,七海の職業は,七海の職種は,七海は何の仕事をしていますか？七海は,['七海の職業はメイド 。 七海は、メイドの仕事をするために、メイド喫茶で働いている。 七海は、メイド喫茶で働いている。 七海は、メイド喫茶で働いている。 七海は、メイド喫茶で働いている。 七海は、メイド喫茶で働いている。 七海は、メイド喫茶で働いている。 七海は、メイド'],['七海の職種は七海 の 名字 から 名字 を 取って 七海 と 名乗った 。 七海 は 七海 の 名字 から 名字 を 取って 七海 と 名乗った 。 七海 は 七海 の 名字 '],['七海は何の仕事をしていますか?七海は何の仕事をしていますか? 七海は 何の仕事をしていますか? 七海は 何の仕事をしていますか? 七海は 何の仕事をしていますか? 七海は 何の仕事をしていますか? 七海は 何の仕事をしていますか']
104,優花,1997,1990,優花の職業は,優花の職種は,優花は何の仕事をしていますか？優花は,['優花の職業は看護師 。 優花は、看護師として、患者さんの心に寄り添い、看護をしています。 優花は、患者さんの心に寄り添い、看護をしています。 優花は、看護師として、患者さんの心に寄り添い、看護をしています。 優花は、看護師として'],['優花の職種は” 看護師 ” で、優花は ” 看護師 ” として ” 看護師 ” として ” 看護師 ” として ” 看護師 ” として ” 看護師 ” として ” 看護師 ” として ” 看護師 ” として ” 看護師 ”'],['優花は何の仕事をしていますか?優花は何の仕事をしていますか? 優花は 何の仕事をしていますか? 優花は 何の仕事をしていますか? 優花は 何の仕事をしていますか? 優花は 何の仕事をしていますか? 優花は 何の仕事をしていますか']
